Age,Gender,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Location_Europe,Location_Other,Location_USA,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,GamingIntensity,SessionConsistency,AchievementRate,LevelSpeed,SessionsPerLevel,PlaytimeEfficiency,AgeLevelInteraction,EngagementDepth,Confidence_Score,Predicted_Engagement,Actual_Engagement,Prediction_Correct
34,1,1.9304178035615696,0,0,6,41,48,45,0,0,1,1,0,0,0,246,0.14285714285714285,0.9183673469387755,6.857142857142857,0.12244897959183673,0.18218623481781376,1632,0.6189591077951866,0.9197,Medium,Medium,1
23,1,5.4221817033168005,1,0,11,155,11,10,0,0,1,1,0,0,0,1705,0.07051282051282051,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.005861664712778429,253,0.18029739776616546,0.9437,High,High,1
39,1,6.002821487721349,0,0,18,75,23,48,0,0,1,0,0,0,1,1350,0.23684210526315788,2.0,1.2105263157894737,0.75,0.03552923760177646,897,0.5687732341901716,0.7511,Medium,Medium,1
24,0,9.005079443822908,0,0,11,169,25,0,0,1,0,0,0,0,1,1859,0.06470588235294118,0.0,2.0833333333333335,0.4230769230769231,0.0,600,0.1840148698850555,0.9312,High,High,1
30,1,22.049404984890536,0,1,16,140,70,23,0,0,0,1,0,0,0,2240,0.11347517730496454,0.323943661971831,4.117647058823529,0.22535211267605634,0.010263275323516287,2100,0.6338289962707467,0.9185,High,High,1
31,0,0.96973707765512,0,0,8,48,18,16,0,0,1,0,0,0,1,384,0.16326530612244897,0.8421052631578947,2.0,0.42105263157894735,0.04155844155844156,558,0.24721189590618567,0.9278,Medium,Medium,1
49,1,3.034440771307276,0,0,4,40,48,41,0,0,1,1,0,0,0,160,0.0975609756097561,0.8367346938775511,9.6,0.08163265306122448,0.2546583850931677,2352,0.5780669144873966,0.9048,Low,Low,1
27,0,18.702131799061352,0,1,17,66,81,12,1,0,0,0,0,0,0,1122,0.2537313432835821,0.14634146341463414,4.5,0.2073170731707317,0.01068566340160285,2187,0.6189591077951867,0.9598,Medium,Medium,1
17,0,22.367223399254783,0,1,0,105,69,34,0,1,0,0,1,0,0,0,0.0,0.4857142857142857,69.0,0.0,34.0,1173,0.6208178438546316,0.9612,Low,Low,1
45,0,3.1917477259778853,0,0,17,12,7,18,0,0,1,1,0,0,0,204,1.3076923076923077,2.25,0.3888888888888889,2.125,0.08780487804878048,315,0.25092936802507565,0.946,Low,Low,1
34,1,5.472804943313028,0,2,14,152,41,8,0,0,1,0,0,1,0,2128,0.0915032679738562,0.19047619047619047,2.7333333333333334,0.3333333333333333,0.0037576326914044154,1394,0.34944237917566096,0.9103,High,High,1
35,1,1.910940329678203,1,0,3,84,18,47,0,0,1,1,0,0,0,252,0.03529411764705882,2.473684210526316,4.5,0.15789473684210525,0.1857707509881423,630,0.4498141263856912,0.9248,Low,Low,1
29,1,22.868895065354373,0,0,0,24,95,0,1,0,0,1,0,0,0,0,0.0,0.0,95.0,0.0,0.0,2755,0.5130111524068214,0.9371,Low,Low,1
32,0,12.035585756756904,0,0,19,167,68,22,1,0,0,0,0,1,0,3173,0.1130952380952381,0.3188405797101449,3.4,0.2753623188405797,0.006931316950220542,2176,0.6319702602113016,0.9675,High,High,1
34,1,2.2765240306399983,0,0,14,55,28,6,1,0,0,0,0,1,0,770,0.25,0.20689655172413793,1.8666666666666667,0.4827586206896552,0.007782101167315175,952,0.2620817843817457,0.9636,Medium,Medium,1
39,0,6.999604179227622,0,0,10,83,31,25,0,0,1,0,0,0,1,830,0.11904761904761904,0.78125,2.8181818181818183,0.3125,0.030084235860409144,1209,0.397769516721231,0.9257,Medium,Medium,1
25,1,9.752716365932256,0,2,1,50,13,2,0,0,1,0,0,0,0,50,0.0196078431372549,0.14285714285714285,6.5,0.07142857142857142,0.0392156862745098,325,0.0762081784372452,0.8568,Low,Low,1
41,1,20.112599995807084,0,0,2,85,87,4,0,0,1,0,0,1,0,170,0.023255813953488372,0.045454545454545456,29.0,0.022727272727272728,0.023391812865497075,3567,0.5092936802879314,0.9141,Low,Low,1
42,0,14.454137067422234,0,0,7,95,29,24,1,0,0,1,0,0,0,665,0.07291666666666667,0.8,3.625,0.23333333333333334,0.036036036036036036,1218,0.362453531591776,0.9434,Medium,Medium,1
19,0,17.175247670483067,0,1,14,46,27,20,0,1,0,0,0,1,0,644,0.2978723404255319,0.7142857142857143,1.8,0.5,0.031007751937984496,513,0.360594795532331,0.9333,Medium,Medium,1
36,0,9.13910956591182,0,0,15,43,61,40,0,0,0,0,0,0,1,645,0.3409090909090909,0.6451612903225806,3.8125,0.24193548387096775,0.06191950464396285,2196,0.7044609665296568,0.9545,Medium,Medium,1
24,1,13.80207265365526,1,0,19,116,60,9,0,0,1,0,0,0,0,2204,0.1623931623931624,0.14754098360655737,3.0,0.3114754098360656,0.004081632653061225,1440,0.49070631969348133,0.9684,High,High,1
17,0,19.510791491116745,1,0,18,72,13,15,1,0,0,1,0,0,0,1296,0.2465753424657534,1.0714285714285714,0.6842105263157895,1.2857142857142858,0.01156515034695451,221,0.2676579925600807,0.9358,Medium,Low,0
47,1,1.6415595227567925,1,1,6,85,56,10,0,0,1,0,0,0,0,510,0.06976744186046512,0.17543859649122806,8.0,0.10526315789473684,0.019569471624266144,2632,0.4033457248995661,0.9298,Medium,Medium,1
20,1,13.680045072885644,0,2,11,44,34,25,1,0,0,0,1,0,0,484,0.24444444444444444,0.7142857142857143,2.8333333333333335,0.3142857142857143,0.05154639175257732,680,0.4200743494345711,0.9038,Medium,Medium,1
17,1,8.390281120910874,0,2,6,91,19,8,0,0,1,0,0,0,1,546,0.06521739130434782,0.4,2.7142857142857144,0.3,0.014625228519195612,323,0.18215613382561047,0.9377,Medium,Medium,1
48,1,15.090670815165488,0,0,10,56,93,21,1,0,0,1,0,0,0,560,0.17543859649122806,0.22340425531914893,8.454545454545455,0.10638297872340426,0.0374331550802139,4464,0.7137546468268818,0.9168,Medium,Medium,1
26,1,8.536882808665053,0,0,0,122,73,9,0,1,0,1,0,0,0,0,0.0,0.12162162162162163,73.0,0.0,9.0,1898,0.4572490706234712,0.9407,Low,Low,1
46,0,18.50056149351387,1,1,4,14,23,16,0,0,0,0,0,1,0,56,0.26666666666666666,0.6666666666666666,4.6,0.16666666666666666,0.2807017543859649,1058,0.2527881040845207,0.9581,Low,Low,1
21,0,14.05626186951357,0,0,5,121,40,17,1,0,0,1,0,0,0,605,0.040983606557377046,0.4146341463414634,6.666666666666667,0.12195121951219512,0.028052805280528052,840,0.360594795532331,0.9353,Medium,Medium,1
37,0,13.35238931706925,0,0,12,29,83,22,0,0,1,0,0,0,1,348,0.4,0.2619047619047619,6.384615384615385,0.14285714285714285,0.06303724928366762,3071,0.6765799256379819,0.9478,Medium,Medium,1
34,0,18.335165024465304,0,2,9,90,62,20,0,0,1,0,0,1,0,810,0.0989010989010989,0.31746031746031744,6.2,0.14285714285714285,0.02466091245376079,2108,0.5278810408823814,0.8931,Medium,Medium,1
22,0,23.57910001250592,0,1,6,35,55,32,0,0,1,0,0,0,1,210,0.16666666666666666,0.5714285714285714,7.857142857142857,0.10714285714285714,0.15165876777251186,1210,0.5613382899523915,0.883,Low,Low,1
20,0,6.780347904474034,0,0,17,173,80,11,1,0,0,0,1,0,0,2941,0.09770114942528736,0.13580246913580246,4.444444444444445,0.20987654320987653,0.0037389530931339226,1600,0.6059479553790716,0.9706,High,High,1
43,1,23.01392464624882,1,1,18,121,38,12,1,0,0,0,0,1,0,2178,0.14754098360655737,0.3076923076923077,2.0,0.46153846153846156,0.005507113354749885,1634,0.38475836430511606,0.8889,High,High,1
44,0,0.8121024403720529,0,2,2,97,74,42,1,0,0,0,0,0,1,194,0.02040816326530612,0.56,24.666666666666668,0.02666666666666667,0.2153846153846154,3256,0.719330855005217,0.9278,Medium,Medium,1
49,1,16.89758544904313,1,0,1,91,4,47,0,0,0,0,0,0,0,91,0.010869565217391304,9.4,2.0,0.2,0.5108695652173914,196,0.360594795532331,0.9512,Low,Low,1
41,1,13.147406385142936,0,1,0,72,97,13,1,0,0,0,1,0,0,0,0.0,0.1326530612244898,97.0,0.0,13.0,3977,0.6208178438546316,0.8817,Low,Low,1
23,1,18.27652465418603,1,1,9,105,56,39,0,0,1,0,0,1,0,945,0.08490566037735849,0.6842105263157895,5.6,0.15789473684210525,0.0412262156448203,1288,0.6356877323301918,0.8718,Medium,Medium,1
15,1,18.220465927704115,0,1,6,42,1,22,1,0,0,0,0,0,1,252,0.13953488372093023,11.0,0.14285714285714285,3.0,0.08695652173913043,15,0.18587360594450053,0.8984,Low,Low,1
48,0,1.5473070301069187,0,1,19,99,51,17,0,0,1,0,1,0,0,1881,0.19,0.3269230769230769,2.55,0.36538461538461536,0.009032943676939426,2448,0.4999999999907064,0.9151,High,High,1
21,1,7.104489302723918,0,1,3,16,44,17,1,0,0,0,0,1,0,48,0.17647058823529413,0.37777777777777777,11.0,0.06666666666666667,0.3469387755102041,924,0.37174721188900095,0.9555,Low,Low,1
27,0,20.17073871869374,0,0,9,51,46,42,0,1,0,0,1,0,0,459,0.17307692307692307,0.8936170212765957,4.6,0.19148936170212766,0.09130434782608696,1242,0.6022304832601817,0.9205,Medium,Medium,1
27,0,12.237788093265864,0,0,9,78,98,5,0,0,0,1,0,0,0,702,0.11392405063291139,0.050505050505050504,9.8,0.09090909090909091,0.007112375533428165,2646,0.6171003717357417,0.9636,Medium,Medium,1
23,1,9.681023186248812,0,2,19,65,79,1,0,0,1,0,1,0,0,1235,0.2878787878787879,0.0125,3.95,0.2375,0.0008090614886731392,1817,0.5371747211796064,0.9216,Medium,Medium,1
30,1,4.824787120596847,0,1,8,78,75,13,1,0,0,0,0,0,0,624,0.10126582278481013,0.17105263157894737,8.333333333333334,0.10526315789473684,0.0208,2250,0.5427509293579414,0.9223,Medium,Medium,1
26,1,18.73253207158855,1,0,5,101,9,49,0,0,0,0,1,0,0,505,0.049019607843137254,4.9,1.5,0.5,0.09683794466403162,234,0.42565055761290616,0.9585,Medium,Medium,1
49,1,18.201151348645325,1,2,11,159,20,4,0,0,1,0,0,1,0,1749,0.06875,0.19047619047619047,1.6666666666666667,0.5238095238095238,0.002285714285714286,980,0.18587360594450045,0.9317,High,High,1
25,1,17.831427172122893,1,2,18,15,31,48,0,0,1,0,0,0,0,270,1.125,1.5,1.631578947368421,0.5625,0.17712177121771217,775,0.6133828996168517,0.7056,Low,Medium,0
16,1,16.605922254964852,0,1,18,93,64,40,0,0,1,0,1,0,0,1674,0.19148936170212766,0.6153846153846154,3.3684210526315788,0.27692307692307694,0.023880597014925373,1024,0.737918215599667,0.9327,High,High,1
16,1,11.93359311007546,0,1,18,169,7,24,0,0,1,0,0,0,1,3042,0.10588235294117647,3.0,0.3684210526315789,2.25,0.007886953664147224,112,0.30111524163009085,0.9749,High,High,1
25,1,0.6540194267861237,0,2,3,13,32,1,0,1,0,0,0,1,0,39,0.21428571428571427,0.030303030303030304,8.0,0.09090909090909091,0.025,800,0.18587360594450048,0.9588,Low,Low,1
29,1,9.089767546461848,0,0,3,173,21,8,0,0,1,1,0,0,0,519,0.017241379310344827,0.36363636363636365,5.25,0.13636363636363635,0.015384615384615385,609,0.17657992564727545,0.9155,Medium,Medium,1
39,1,9.830047187108736,1,0,13,105,8,46,0,0,1,0,1,0,0,1365,0.12264150943396226,5.111111111111111,0.5714285714285714,1.4444444444444444,0.03367496339677892,312,0.44237918214791117,0.8606,Medium,Medium,1
37,0,3.612059199839584,1,2,15,51,90,43,0,0,1,0,0,1,0,765,0.28846153846153844,0.4725274725274725,5.625,0.16483516483516483,0.05613577023498695,3330,0.8884758364147124,0.9385,Medium,Medium,1
33,0,22.907545967766005,0,0,13,71,63,4,0,0,0,0,0,1,0,923,0.18055555555555555,0.0625,4.5,0.203125,0.004329004329004329,2079,0.4368029739695761,0.9452,Medium,Medium,1
42,1,23.318437033073,0,0,5,103,76,10,0,0,1,0,0,1,0,515,0.04807692307692308,0.12987012987012986,12.666666666666666,0.06493506493506493,0.01937984496124031,3192,0.5092936802879314,0.9233,Medium,High,0
38,1,10.655323303896289,1,1,7,28,49,0,0,0,0,0,1,0,0,196,0.2413793103448276,0.0,6.125,0.14,0.0,1862,0.2955390334517558,0.9496,Low,Low,1
42,1,17.069977469437077,0,0,15,115,54,36,0,0,1,0,0,1,0,1725,0.12931034482758622,0.6545454545454545,3.375,0.2727272727272727,0.02085747392815759,2268,0.6356877323301917,0.9263,High,High,1
41,1,23.55821009628324,0,0,16,28,91,37,0,0,1,0,0,0,0,448,0.5517241379310345,0.40217391304347827,5.352941176470588,0.17391304347826086,0.08240534521158129,3731,0.8550185873447023,0.9446,Medium,Medium,1
17,1,14.8494683648042,0,2,15,144,58,13,0,0,1,0,1,0,0,2160,0.10344827586206896,0.22033898305084745,3.625,0.2542372881355932,0.006015733456732994,986,0.48698884757459127,0.958,High,High,1
15,1,3.638469337674127,0,2,2,121,22,43,0,0,1,0,0,0,1,242,0.01639344262295082,1.8695652173913044,7.333333333333333,0.08695652173913043,0.17695473251028807,330,0.4368029739695761,0.8881,Low,Low,1
17,1,16.814332463840895,0,2,3,123,34,44,0,1,0,1,0,0,0,369,0.024193548387096774,1.2571428571428571,8.5,0.08571428571428572,0.11891891891891893,578,0.5167286245257113,0.9463,Medium,Medium,1
32,1,12.37752805775676,1,0,12,154,73,44,0,0,0,0,0,0,0,1848,0.07741935483870968,0.5945945945945946,5.615384615384615,0.16216216216216217,0.023796646836127637,2336,0.7843866170857922,0.9448,High,Medium,0
22,1,20.53911995902008,0,1,0,42,38,39,1,0,0,0,1,0,0,0,0.0,1.0,38.0,0.0,39.0,836,0.4851301115151463,0.8802,Low,Low,1
32,1,8.659695067463856,0,0,13,56,20,36,1,0,0,0,0,0,0,728,0.22807017543859648,1.7142857142857142,1.4285714285714286,0.6190476190476191,0.04938271604938271,640,0.4349442379101311,0.9416,Medium,Medium,1
18,0,0.9052539381937104,1,0,2,131,54,42,0,0,1,0,1,0,0,262,0.015151515151515152,0.7636363636363637,18.0,0.03636363636363636,0.1596958174904943,972,0.6078066914385166,0.9491,Medium,Medium,1
38,0,0.094283366059388,0,1,7,56,31,5,1,0,0,0,0,1,0,392,0.12280701754385964,0.15625,3.875,0.21875,0.01272264631043257,1178,0.23234200743062558,0.9517,Medium,Medium,1
46,0,20.22229495234123,0,2,16,67,2,36,0,0,0,0,0,1,0,1072,0.23529411764705882,12.0,0.11764705882352941,5.333333333333333,0.033550792171481825,92,0.351301115235106,0.9388,Medium,Medium,1
40,0,15.84100175010688,0,2,9,90,68,37,0,0,1,1,0,0,0,810,0.0989010989010989,0.5362318840579711,6.8,0.13043478260869565,0.04562268803945746,2720,0.6877323419946519,0.9373,Medium,High,0
40,1,4.358985949323083,1,1,10,109,68,2,0,0,1,0,0,1,0,1090,0.09090909090909091,0.028985507246376812,6.181818181818182,0.14492753623188406,0.0018331805682859762,2720,0.43308550185068617,0.9338,Medium,Low,0
33,1,5.93122183740862,0,1,7,156,38,37,0,1,0,0,1,0,0,1092,0.044585987261146494,0.9487179487179487,4.75,0.1794871794871795,0.03385178408051235,1254,0.5092936802879314,0.9354,Medium,Medium,1
37,0,12.224444959454496,0,1,1,125,14,38,0,0,1,0,0,0,1,125,0.007936507936507936,2.533333333333333,7.0,0.06666666666666667,0.30158730158730157,518,0.349442379175661,0.9454,Low,Low,1
26,1,19.29859281813649,0,0,4,42,27,15,0,0,1,0,1,0,0,168,0.09302325581395349,0.5357142857142857,5.4,0.14285714285714285,0.08875739644970414,702,0.26765799256008066,0.9311,Low,Low,1
17,0,10.309908317054836,1,0,5,162,11,2,0,0,0,0,0,0,1,810,0.03067484662576687,0.16666666666666666,1.8333333333333333,0.4166666666666667,0.002466091245376079,187,0.08736059479391521,0.97,Medium,Medium,1
31,1,20.84559548806823,0,1,17,17,32,40,0,1,0,0,0,0,1,289,0.9444444444444444,1.2121212121212122,1.7777777777777777,0.5151515151515151,0.13793103448275862,992,0.5539033457146115,0.7573,Medium,Medium,1
20,0,2.1132182231879897,0,2,0,29,28,25,0,0,1,0,0,0,1,0,0.0,0.8620689655172413,28.0,0.0,25.0,560,0.3252788104028759,0.9532,Low,Low,1
24,1,13.047711624224377,0,2,15,26,64,4,0,0,1,0,0,0,0,390,0.5555555555555556,0.06153846153846154,4.0,0.23076923076923078,0.010230179028132993,1536,0.45353159850458125,0.9707,Medium,Medium,1
40,1,0.6425278605159548,0,2,6,86,31,34,0,1,0,1,0,0,0,516,0.06896551724137931,1.0625,4.428571428571429,0.1875,0.06576402321083172,1240,0.44237918214791117,0.9501,Medium,Medium,1
17,1,17.664176359143813,0,0,1,17,97,30,0,0,1,0,0,1,0,17,0.05555555555555555,0.30612244897959184,48.5,0.01020408163265306,1.6666666666666667,1649,0.7527881040752269,0.9136,Low,Low,1
43,1,13.106596602344627,0,0,0,116,61,46,0,0,1,0,0,0,1,0,0.0,0.7419354838709677,61.0,0.0,46.0,2623,0.6654275092813118,0.9725,Low,Low,1
48,0,2.9739050148847017,0,0,12,14,28,27,1,0,0,1,0,0,0,168,0.8,0.9310344827586207,2.1538461538461537,0.41379310344827586,0.15976331360946747,1344,0.40706319701845617,0.9393,Low,Low,1
37,0,0.0266259856853645,0,2,16,140,13,30,0,0,0,0,0,1,0,2240,0.11347517730496454,2.142857142857143,0.7647058823529411,1.1428571428571428,0.013386880856760375,481,0.368029739770111,0.9582,High,High,1
16,1,18.4738141715469,1,1,7,100,74,2,1,0,0,0,0,1,0,700,0.06930693069306931,0.02666666666666667,9.25,0.09333333333333334,0.0028530670470756064,1184,0.44981412638569124,0.9295,Medium,Medium,1
38,1,2.64947861891812,1,1,0,60,62,29,0,0,0,0,1,0,0,0,0.0,0.4603174603174603,62.0,0.0,29.0,2356,0.5446096654173864,0.9429,Low,Low,1
33,1,12.98427963105406,0,1,7,97,91,18,0,0,1,1,0,0,0,679,0.07142857142857142,0.1956521739130435,11.375,0.07608695652173914,0.026470588235294117,3003,0.6635687732218668,0.938,Medium,Medium,1
19,0,15.788498843450808,0,2,0,35,22,41,0,0,0,0,0,1,0,0,0.0,1.7826086956521738,22.0,0.0,41.0,418,0.4107806691373461,0.9286,Low,Low,1
15,1,11.044990406650845,1,2,19,36,4,10,0,0,0,0,1,0,0,684,0.5135135135135135,2.0,0.2,3.8,0.014598540145985401,60,0.18587360594450048,0.9578,Medium,Medium,1
35,1,7.306791441616598,0,0,7,156,71,32,0,0,0,0,0,1,0,1092,0.044585987261146494,0.4444444444444444,8.875,0.09722222222222222,0.0292772186642269,2485,0.6561338289840868,0.9451,Medium,Medium,1
35,1,17.9517446522294,0,0,13,160,18,35,0,0,0,1,0,0,0,2080,0.08074534161490683,1.8421052631578947,1.2857142857142858,0.6842105263157895,0.016818837097549257,630,0.41635687731568105,0.9188,High,High,1
43,0,13.254684660400354,0,0,13,173,77,27,1,0,0,1,0,0,0,2249,0.07471264367816093,0.34615384615384615,5.5,0.16666666666666666,0.012,3311,0.6858736059352067,0.9301,High,High,1
16,1,9.091165331082712,1,1,3,134,78,39,1,0,0,1,0,0,0,402,0.022222222222222223,0.4936708860759494,19.5,0.0379746835443038,0.0967741935483871,1248,0.7249070631835519,0.9646,Medium,Medium,1
36,0,0.8928156185900056,0,1,11,26,93,40,1,0,0,0,0,1,0,286,0.4074074074074074,0.425531914893617,7.75,0.11702127659574468,0.13937282229965156,3348,0.8605947955230372,0.9722,Medium,High,0
21,0,1.560166377497639,0,0,2,179,74,43,0,0,1,0,0,0,0,358,0.011111111111111112,0.5733333333333334,24.666666666666668,0.02666666666666667,0.11977715877437325,1554,0.7267657992429969,0.9792,Medium,Medium,1
28,1,11.307617473221104,0,0,13,46,88,47,1,0,0,0,0,1,0,598,0.2765957446808511,0.5280898876404494,6.285714285714286,0.14606741573033707,0.07846410684474124,2464,0.8959107806524924,0.9735,Medium,Medium,1
44,1,22.761936601721565,1,1,13,166,58,31,0,0,1,0,0,0,1,2158,0.07784431137724551,0.5254237288135594,4.142857142857143,0.22033898305084745,0.014358499305233904,2552,0.6096654274979616,0.8821,High,High,1
43,1,14.591324510283613,0,2,5,48,7,46,1,0,0,0,0,0,0,240,0.10204081632653061,5.75,1.1666666666666667,0.625,0.1908713692946058,301,0.39219330854289614,0.9511,Low,Low,1
25,1,19.107177222734823,1,1,9,155,78,41,1,0,0,0,0,0,1,1395,0.057692307692307696,0.5189873417721519,7.8,0.11392405063291139,0.029369627507163324,1950,0.7732342007291221,0.9533,High,Medium,0
21,0,8.624378995334752,0,0,13,126,93,45,0,0,1,0,1,0,0,1638,0.10236220472440945,0.4787234042553192,6.642857142857143,0.13829787234042554,0.027455765710799267,1953,0.9089219330686074,0.9713,High,High,1
39,1,3.189592903611508,1,1,2,61,87,1,1,0,0,0,0,0,0,122,0.03225806451612903,0.011363636363636364,29.0,0.022727272727272728,0.008130081300813009,3393,0.48698884757459127,0.9274,Low,Low,1
24,1,20.818453378229467,0,1,10,63,90,40,0,0,0,0,0,1,0,630,0.15625,0.43956043956043955,8.181818181818182,0.10989010989010989,0.06339144215530904,2160,0.8382899628096973,0.922,Medium,Medium,1
31,0,19.329819765606068,0,2,0,99,58,21,0,1,0,0,1,0,0,0,0.0,0.3559322033898305,58.0,0.0,21.0,1798,0.4628252788018062,0.8994,Low,Low,1
41,1,12.561882631450594,1,2,15,76,89,31,0,0,1,0,0,0,1,1140,0.19480519480519481,0.34444444444444444,5.5625,0.16666666666666666,0.02716914986853637,3649,0.7936802973830172,0.9422,Medium,Medium,1
46,1,10.877081887945632,1,2,15,50,99,12,1,0,0,1,0,0,0,750,0.29411764705882354,0.12,6.1875,0.15,0.015978695073235686,4554,0.7081784386485469,0.9474,Medium,Medium,1
37,1,8.419800698858971,0,0,7,87,13,36,1,0,0,0,1,0,0,609,0.07954545454545454,2.5714285714285716,1.625,0.5,0.05901639344262295,481,0.362453531591776,0.9449,Medium,Medium,1
45,1,11.901214134963128,0,0,3,24,15,26,0,0,0,0,1,0,0,72,0.12,1.625,3.75,0.1875,0.3561643835616438,675,0.2769516728573057,0.9749,Low,Low,1
26,0,2.286392307504811,0,0,13,121,6,4,0,0,0,1,0,0,0,1573,0.10655737704918032,0.5714285714285714,0.42857142857142855,1.8571428571428572,0.0025412960609911056,156,0.11895910780448032,0.9713,High,High,1
32,1,20.512366170719147,0,0,11,38,46,46,0,1,0,0,1,0,0,418,0.28205128205128205,0.9787234042553191,3.8333333333333335,0.23404255319148937,0.10978520286396182,1472,0.6431226765679717,0.8871,Medium,Medium,1
27,1,4.406620373882606,0,1,15,106,22,5,1,0,0,0,0,1,0,1590,0.14018691588785046,0.21739130434782608,1.375,0.6521739130434783,0.0031426775612822125,594,0.2267657992522906,0.9327,High,High,1
40,1,5.491410080807492,0,0,10,26,81,43,0,0,1,0,0,0,0,260,0.37037037037037035,0.524390243902439,7.363636363636363,0.12195121951219512,0.16475095785440613,3240,0.8104089219180222,0.9712,Medium,Medium,1
36,1,11.187219252932085,0,1,18,149,71,44,0,1,0,0,0,0,0,2682,0.12,0.6111111111111112,3.736842105263158,0.25,0.016399552739470743,2556,0.8066914497991322,0.95,High,High,1
39,1,17.64947627032883,0,0,5,54,70,25,1,0,0,0,0,0,0,270,0.09090909090909091,0.352112676056338,11.666666666666666,0.07042253521126761,0.09225092250922509,2730,0.5873605947846215,0.9111,Medium,Medium,1
49,0,12.175868970513523,0,2,14,127,21,18,1,0,0,0,0,0,0,1778,0.109375,0.8181818181818182,1.4,0.6363636363636364,0.01011804384485666,1029,0.3122676579867608,0.9418,High,High,1
21,1,11.559432257306185,0,0,15,158,65,27,0,0,0,1,0,0,0,2370,0.09433962264150944,0.4090909090909091,4.0625,0.22727272727272727,0.011387600168705188,1365,0.6301115241518567,0.9261,High,High,1
24,1,1.6329198103027205,0,0,12,129,34,39,0,0,1,0,0,0,1,1548,0.09230769230769231,1.1142857142857143,2.6153846153846154,0.34285714285714286,0.025177533892834086,816,0.5297397769418264,0.927,High,High,1
16,0,5.948934424382252,0,1,4,161,95,8,1,0,0,0,0,1,0,644,0.024691358024691357,0.08333333333333333,19.0,0.041666666666666664,0.012403100775193798,1520,0.5947955390224016,0.9475,Medium,Medium,1
20,1,8.025632213524638,0,0,4,20,31,40,0,0,1,0,0,0,0,80,0.19047619047619047,1.25,6.2,0.125,0.49382716049382713,620,0.4758364312179212,0.9496,Low,Low,1
32,1,6.102943603192747,0,1,11,36,2,9,1,0,0,0,0,1,0,396,0.2972972972972973,3.0,0.16666666666666666,3.6666666666666665,0.022670025188916875,64,0.12267657992337032,0.9623,Medium,Medium,1
37,1,15.208312436456588,0,0,3,114,74,34,0,0,1,0,0,0,0,342,0.02608695652173913,0.4533333333333333,18.5,0.04,0.09912536443148688,2738,0.6654275092813117,0.9517,Medium,Medium,1
33,1,5.225268601060398,0,0,13,52,98,27,0,0,1,1,0,0,0,676,0.24528301886792453,0.2727272727272727,7.0,0.13131313131313133,0.03988183161004431,3234,0.8029739776802421,0.9506,Medium,Medium,1
