PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
9023,30,Male,Europe,Strategy,17.959.834.855.223,0,Easy,14,117,40,19,High
9024,29,Male,Europe,Sports,2.256.472.310.015.370,0,Medium,12,161,1,22,High
9025,17,Female,USA,Sports,10.311.459.919.262.300,0,Hard,4,82,1,7,Medium
9026,21,Male,USA,Strategy,4.898.342.485.762.530,0,Medium,12,118,71,26,High
9027,35,Male,USA,Sports,14.594.424.641.527.500,0,Easy,18,177,59,18,High
9028,23,Male,Europe,Simulation,32.183.650.776.686.200,0,Easy,14,57,2,1,Medium
9029,32,Female,USA,Sports,4.128.575.768.252.700,0,Easy,1,155,85,37,Low
9030,18,Female,Asia,Simulation,2.285.867.253.938.610,0,Easy,3,67,35,2,Low
9031,39,Male,USA,Sports,3.374.945.771.843.210,1,Easy,5,70,50,11,Medium
9032,28,Female,Europe,Action,14.527.638.765.802.900,0,Hard,0,127,48,48,Low
9033,23,Male,USA,Simulation,18.964.324.125.931.600,0,Hard,19,48,62,42,Medium
9034,40,Male,USA,Strategy,1.172.896.470.228.830,0,Hard,0,120,24,18,Low
9035,16,Female,USA,RPG,17.491.258.097.283.600,0,Medium,18,166,24,17,High
9036,34,Male,Europe,Action,13.776.451.193.864.300,0,Hard,19,28,79,41,Medium
9037,42,Male,USA,Strategy,23.958.349.383.365.000,0,Medium,17,61,26,26,Medium
9038,21,Female,Europe,Action,19.080.071.501.124.500,0,Medium,11,112,14,0,Medium
9039,22,Female,Europe,Sports,55.601.059.679.590.200,0,Hard,3,116,52,44,Medium
9040,49,Female,Europe,Strategy,13.714.087.008.439.200,1,Medium,15,43,93,29,Medium
9041,28,Male,Other,RPG,12.283.925.798.967.000,0,Medium,4,151,76,35,Medium
9042,31,Male,USA,Action,2.244.646.562.637.260,0,Medium,15,68,88,39,Medium
9043,18,Male,Other,RPG,13.153.809.578.502.600,0,Medium,12,115,98,7,Medium
9044,16,Female,Europe,Action,261.963.355.317.819,0,Easy,14,149,10,34,High
9045,20,Male,Asia,RPG,1.658.532.904.749.490,0,Medium,19,65,34,46,Medium
9046,18,Male,USA,RPG,1.565.317.440.909.560,0,Easy,17,176,45,43,High
9047,43,Male,USA,Strategy,15.959.787.198.659.900,0,Medium,3,31,73,49,Low
9048,32,Female,USA,Sports,11.198.056.677.031.900,0,Easy,19,77,51,38,High
9049,40,Male,Europe,Sports,1.706.770.113.669.250,0,Hard,8,94,31,13,Medium
9050,48,Male,Other,RPG,19.216.494.885.917.500,0,Hard,3,146,22,32,Medium
9051,24,Male,USA,Sports,8.741.881.074.057.280,0,Medium,8,45,19,21,High
9052,28,Male,Europe,Simulation,11.216.713.856.822.700,0,Easy,8,134,64,25,Medium
9053,45,Male,Europe,Simulation,2.370.289.731.941.190,1,Easy,1,50,95,26,Low
9054,29,Male,Europe,RPG,9.210.122.598.314.190,1,Easy,15,171,6,16,High
9055,22,Female,USA,RPG,12.818.930.926.253.400,1,Easy,8,46,8,0,Medium
9056,28,Male,USA,Simulation,7.181.065.650.658.020,0,Easy,8,139,20,1,Medium
9057,37,Male,USA,Simulation,13.216.351.452.681.200,1,Easy,15,36,88,36,Medium
9058,35,Male,USA,Simulation,21.686.274.632.514.600,0,Easy,15,148,73,43,High
9059,30,Female,USA,Strategy,15.154.138.638.867.600,0,Easy,9,153,46,19,Medium
9060,32,Male,USA,Action,12.555.121.569.353.700,0,Hard,11,138,27,13,High
9061,38,Female,USA,Strategy,19.463.563.663.701.800,0,Medium,19,155,35,30,High
9062,40,Female,Europe,Simulation,35.296.239.780.154.000,0,Easy,2,94,76,42,Medium
9063,39,Male,Other,Action,20.855.935.292.615.800,0,Hard,16,140,10,16,High
9064,43,Male,Other,Sports,14.627.357.000.797.500,0,Easy,1,16,38,43,Low
9065,29,Female,USA,Simulation,1.700.264.693.146.220,1,Easy,16,135,80,43,High
9066,15,Female,USA,Simulation,14.896.177.519.430.600,0,Easy,6,49,58,42,Medium
9067,39,Female,Other,Sports,19.752.971.845.981.300,0,Medium,7,46,26,47,Medium
9068,21,Female,Europe,Action,19.025.309.404.996.100,0,Easy,13,30,3,40,Medium
9069,23,Male,Other,Simulation,13.724.648.498.671.000,1,Medium,17,167,72,24,High
9070,38,Female,Europe,Action,2.016.071.100.731.580,0,Easy,13,79,29,32,Medium
9071,15,Male,Asia,Strategy,1.885.035.866.001.130,0,Medium,7,111,45,2,Medium
9072,22,Male,Europe,RPG,12.082.181.787.612.500,1,Easy,7,79,46,32,Medium
9073,38,Female,Europe,Strategy,22.623.788.685.222.400,0,Medium,12,131,12,37,High
9074,25,Male,Europe,RPG,20.812.949.081.354.700,1,Easy,19,109,91,48,High
9075,31,Male,USA,Simulation,900.911.457.935.074,0,Easy,14,106,23,1,High
9076,22,Male,Asia,Strategy,19.663.555.948.593.300,1,Medium,3,29,9,30,Low
9077,49,Male,USA,Strategy,1.853.536.572.246.270,1,Easy,0,83,15,4,Low
9078,49,Female,USA,Sports,2.040.757.120.839.900,1,Easy,12,70,33,33,Medium
9079,47,Male,Asia,RPG,6.534.987.238.893.370,0,Easy,10,14,15,25,Low
9080,19,Female,Europe,RPG,198.608.123.586.172,1,Easy,1,139,24,0,Low
9081,42,Male,USA,Simulation,13.981.026.479.981.700,0,Medium,12,34,14,15,Medium
9082,21,Male,USA,Sports,7.743.327.855.210.590,0,Easy,5,77,40,38,Medium
9083,23,Male,USA,Sports,37.993.760.618.991.400,1,Easy,12,41,73,10,Medium
9084,22,Male,USA,RPG,10.391.518.408.495.100,0,Easy,19,102,14,24,High
9085,26,Male,USA,Sports,1.507.465.364.685.180,0,Medium,4,117,4,49,Medium
9086,48,Female,Asia,Action,845.765.169.975.634,1,Easy,3,122,89,24,Medium
9087,47,Male,Europe,Simulation,14.432.201.516.019.600,0,Hard,18,14,78,4,Low
9088,37,Male,USA,Strategy,19.501.707.922.419.700,0,Medium,11,147,40,49,High
9089,38,Male,Europe,RPG,6.496.475.465.416.330,1,Medium,8,107,11,7,Medium
9090,49,Male,USA,Sports,21.494.952.130.714.200,0,Medium,14,36,59,35,Medium
9091,36,Male,USA,Sports,431.332.838.120.464,0,Easy,1,73,76,15,Low
9092,41,Female,Europe,Sports,5.694.275.828.168.040,1,Easy,7,12,77,28,Low
9093,49,Male,Asia,Simulation,31.093.326.260.751.000,0,Easy,0,99,80,42,Low
9094,15,Male,Asia,Strategy,9.744.040.836.920.970,1,Hard,4,32,33,42,Low
9095,49,Male,Europe,Sports,7.838.044.518.431.900,0,Easy,19,126,3,14,High
9096,28,Male,USA,Strategy,9.208.410.715.098.550,1,Medium,1,84,61,39,Low
9097,17,Male,Europe,Strategy,8.644.038.308.703.850,0,Easy,3,117,1,11,Medium
9098,15,Female,Europe,Simulation,5.970.601.392.200.950,0,Easy,11,55,54,37,Medium
9099,19,Female,USA,Sports,15.377.172.223.047.500,0,Hard,14,93,65,42,High
9100,40,Male,Europe,Sports,580.504.022.403.155,0,Medium,5,40,89,29,Medium
9101,28,Female,Europe,Strategy,22.350.824.629.219,0,Hard,11,109,53,18,Medium
9102,41,Male,Europe,Sports,7.648.375.781.283.170,0,Easy,2,33,54,33,Low
9103,23,Female,Europe,Simulation,22.876.692.544.657.100,0,Medium,8,91,38,14,Medium
9104,29,Female,Other,Sports,4.557.998.876.469.400,0,Easy,16,36,22,36,Medium
9105,29,Male,Europe,Sports,20.673.841.286.865.000,1,Easy,15,101,73,45,High
9106,40,Male,Asia,Sports,7.383.373.195.576.560,0,Easy,15,24,56,17,Medium
9107,27,Male,Other,Simulation,7.733.396.192.629.240,0,Hard,17,72,45,48,Medium
9108,46,Male,Asia,Strategy,1.940.450.332.244.640,1,Medium,9,127,75,32,Medium
9109,46,Male,Other,Strategy,18.553.968.214.485.000,0,Easy,12,96,2,21,Medium
9110,18,Female,Asia,Sports,4.456.026.910.768.440,0,Easy,16,121,10,35,High
9111,44,Male,USA,Simulation,22.143.222.508.759.600,0,Hard,7,60,5,30,Medium
9112,37,Male,USA,Sports,8.499.982.200.955.510,0,Medium,18,145,88,15,High
9113,29,Female,USA,Simulation,23.694.606.600.294.000,0,Medium,3,51,72,44,Low
9114,43,Female,USA,Simulation,23.165.252.611.397.200,0,Easy,14,96,42,47,High
9115,27,Male,USA,Strategy,6.549.913.698.732.840,0,Hard,18,111,34,9,High
9116,46,Female,Asia,Action,10.825.598.338.043.700,0,Medium,12,142,24,18,High
9117,21,Female,USA,Action,20.277.652.343.428.300,1,Easy,17,142,12,20,High
9118,36,Male,Asia,RPG,7.245.611.011.215.000,0,Easy,3,69,52,14,Low
9119,42,Male,Other,RPG,10.776.915.901.085.200,0,Medium,7,154,23,19,Medium
9120,16,Female,USA,Action,4.622.791.147.216.760,1,Easy,17,149,48,14,High
9121,20,Female,USA,Strategy,11.929.378.551.497.100,0,Medium,11,75,69,25,Medium
9122,42,Male,Asia,RPG,6.566.794.339.859.000,0,Hard,15,17,19,43,Low
9123,42,Male,USA,Action,27.313.181.997.200.700,0,Medium,17,62,77,35,Medium
9124,34,Female,USA,Strategy,16.591.687.482.718.500,0,Medium,13,124,35,43,High
9125,44,Female,USA,RPG,8.583.797.272.700.010,0,Medium,11,34,8,11,Medium
9126,25,Female,USA,RPG,12.763.140.085.923.600,0,Medium,7,108,76,1,Medium
9127,42,Female,Asia,Action,13.297.752.190.463.700,0,Easy,19,157,85,7,High
9128,39,Female,Europe,RPG,14.173.755.660.725.800,0,Easy,15,108,49,32,High
9129,47,Female,USA,Strategy,1.849.464.367.093.100,0,Easy,2,65,92,45,Medium
9130,15,Female,Europe,Action,17.223.879.815.467.000,1,Hard,5,94,76,14,Medium
9131,41,Female,USA,Strategy,18.224.655.455.153.900,0,Medium,1,70,5,43,Low
9132,27,Male,USA,RPG,1.948.783.440.802.370,0,Medium,16,154,13,27,High
9133,17,Female,Europe,Strategy,9.483.212.067.452.130,0,Medium,7,78,54,36,Medium
9134,20,Male,Europe,Sports,19.047.461.153.319.800,0,Easy,18,14,49,5,Low
9135,22,Male,USA,Simulation,8.612.156.614.530.550,1,Hard,13,21,58,19,Low
9136,41,Male,Asia,RPG,9.987.578.341.053.720,0,Easy,1,124,15,24,Low
9137,23,Male,Asia,Sports,21.656.382.595.501.100,0,Easy,7,45,45,42,Medium
9138,47,Male,Other,Simulation,16.209.307.153.657.100,0,Medium,6,62,96,40,Medium
9139,38,Female,Europe,Action,5.990.720.486.362.280,1,Medium,7,43,72,16,Medium
9140,29,Female,USA,Simulation,15.973.762.574.875.800,0,Easy,1,69,81,14,Low
9141,46,Female,Asia,Action,3.683.183.597.785.030,0,Easy,19,42,64,31,Medium
9142,46,Female,USA,Sports,6.252.455.837.162.760,1,Hard,8,103,54,36,Medium
9143,38,Male,USA,Simulation,13.485.441.645.161.300,1,Hard,3,124,82,4,Medium
9144,26,Male,Asia,RPG,16.331.728.199.932.100,1,Hard,16,52,87,2,Medium
9145,16,Male,Other,Sports,22.755.435.580.784.100,1,Easy,12,132,4,4,High
9146,17,Male,USA,Simulation,22.397.026.414.328.700,0,Easy,17,105,60,37,High
9147,31,Female,USA,Strategy,19.390.309.545.820.500,0,Easy,11,27,23,13,Low
9148,16,Male,Europe,Strategy,38.446.831.820.232.200,0,Hard,3,159,8,44,Low
9149,16,Male,Other,Action,20.256.331.595.040.900,0,Easy,9,19,95,31,Medium
9150,42,Male,Europe,Sports,6.964.325.804.179.160,0,Hard,18,117,40,0,High
9151,37,Male,Asia,Strategy,2.199.256.342.919.030,0,Easy,9,138,13,19,Medium
9152,46,Male,Other,Simulation,1.689.538.519.745.810,0,Hard,0,140,95,46,Low
9153,47,Female,Europe,RPG,4.200.586.153.886.300,1,Hard,19,70,49,44,High
9154,15,Male,Asia,Action,13.541.251.804.375.300,0,Easy,8,39,45,45,Medium
9155,33,Male,Europe,Simulation,15.047.202.136.340.900,0,Easy,11,92,39,43,Medium
9156,16,Male,Europe,Action,643.544.723.306.335,0,Easy,9,50,82,18,Medium
9157,40,Female,Europe,Strategy,20.427.872.446.354.900,0,Medium,3,138,36,30,Medium
9158,46,Male,Europe,Sports,12.306.317.179.031.500,1,Medium,11,179,91,4,High
9159,20,Male,Europe,RPG,13.545.984.293.255.700,1,Hard,12,135,66,49,High
9160,46,Male,Europe,Strategy,2.126.668.304.303.150,0,Easy,18,164,26,41,High
9161,18,Female,Europe,Sports,15.711.803.560.774.900,0,Easy,11,90,2,5,Medium
9162,25,Female,USA,RPG,14.159.710.470.426.600,0,Easy,8,110,33,28,Medium
9163,31,Male,Europe,Sports,30.226.540.352.902.500,0,Hard,12,103,80,13,High
9164,38,Female,USA,Strategy,13.000.048.094.097.800,0,Medium,0,146,4,13,Low
9165,19,Male,USA,RPG,2.193.431.700.858.410,1,Medium,10,30,55,9,Low
9166,48,Male,Asia,Simulation,1.455.648.155.952.390,0,Medium,15,133,32,25,High
9167,20,Male,USA,Strategy,6.831.045.096.377.890,0,Hard,4,166,81,31,Medium
9168,36,Male,Europe,Action,1.989.311.377.371.630,0,Easy,11,142,61,48,High
9169,25,Female,Asia,RPG,1.042.417.873.030.860,0,Medium,13,102,7,40,Medium
9170,30,Female,Europe,Sports,18.999.786.148.616.100,0,Easy,5,144,79,13,Medium
9171,47,Male,USA,Strategy,11.597.118.678.148.000,0,Medium,15,67,83,27,Medium
9172,23,Male,USA,Sports,1.827.652.465.418.600,1,Medium,9,105,56,39,Medium
9173,20,Male,USA,Simulation,22.044.392.327.303.700,0,Medium,4,98,67,26,Medium
9174,30,Male,USA,Sports,15.948.489.997.170.000,0,Medium,14,89,67,14,Medium
9175,43,Female,USA,Strategy,2.012.914.668.256.810,0,Medium,3,80,5,41,Low
9176,17,Female,Europe,RPG,179.931.805.634.337,1,Easy,6,24,49,1,Low
9177,34,Female,USA,Strategy,4.372.198.464.901.210,1,Easy,16,31,20,20,Medium
9178,33,Male,Other,Action,23.620.041.289.280.700,0,Hard,19,105,3,37,High
9179,40,Female,Europe,Action,1.354.730.944.210.500,0,Easy,16,47,61,7,Medium
9180,17,Male,Europe,Sports,6.574.572.253.509.390,0,Easy,18,20,23,19,Medium
9181,33,Female,Europe,Sports,18.321.743.627.753.600,0,Easy,6,149,16,17,Medium
9182,34,Male,Europe,Strategy,3.216.007.888.051.870,0,Easy,13,50,10,2,Medium
9183,46,Male,Europe,Sports,13.631.729.677.404.400,0,Easy,14,10,64,39,Low
9184,21,Male,Asia,Sports,15.136.122.792.331.400,0,Easy,9,116,62,3,Medium
9185,47,Male,Asia,Sports,16.499.476.486.422.900,0,Easy,15,152,36,5,High
9186,32,Female,Europe,RPG,385.561.961.786.126,0,Medium,14,128,79,24,High
9187,15,Female,Other,Action,4.978.798.830.139.360,1,Hard,16,65,74,23,Medium
9188,25,Female,Europe,RPG,2.974.934.186.662.940,0,Easy,1,71,49,48,Low
9189,42,Male,USA,Strategy,4.110.147.347.154.550,0,Easy,12,90,67,35,Medium
9190,39,Male,USA,Simulation,1.999.260.066.954.820,0,Medium,16,151,64,36,High
9191,37,Female,USA,Action,2.729.469.336.219.640,0,Easy,4,121,14,11,Medium
9192,45,Female,Other,Strategy,9.634.591.876.016.080,1,Easy,5,48,84,15,Low
9193,44,Male,USA,Sports,3.702.480.485.716.840,1,Easy,19,55,29,30,Medium
9194,49,Female,USA,Simulation,18.325.518.833.316.800,0,Hard,9,45,68,49,Medium
9195,21,Female,Asia,Simulation,2.297.264.608.486.350,0,Medium,10,111,52,23,Medium
9196,30,Female,USA,Simulation,7.184.139.994.380.140,1,Easy,2,12,62,40,Low
9197,40,Male,USA,RPG,7.317.818.788.521.060,1,Hard,6,36,39,24,Low
9198,16,Female,Asia,Strategy,13.774.599.336.278.300,1,Easy,14,102,54,44,High
9199,15,Male,Europe,RPG,31.469.932.675.982.800,0,Medium,3,57,50,14,Low
9200,26,Female,Europe,RPG,14.448.485.059.584.400,0,Hard,5,175,75,7,Medium
9201,19,Male,USA,Action,13.206.464.671.501.700,0,Easy,13,14,71,48,High
9202,46,Female,Europe,RPG,9.581.422.959.226.580,0,Easy,16,84,26,29,Medium
9203,23,Female,Asia,Sports,1.682.033.324.174.340,0,Medium,5,88,55,39,Medium
9204,49,Male,Asia,Simulation,1.304.654.124.266.420,0,Easy,14,159,45,28,High
9205,33,Female,Europe,Strategy,20.255.259.084.659.300,0,Easy,12,125,54,26,High
9206,30,Male,USA,RPG,1.744.815.007.107.460,0,Easy,1,74,26,15,Low
9207,17,Male,Asia,Strategy,13.928.841.782.702.100,0,Easy,10,103,94,8,Medium
9208,34,Male,Europe,Action,761.448.463.495.335,0,Easy,3,33,10,35,Low
9209,38,Male,Asia,Simulation,6.899.550.435.470.940,1,Medium,7,60,44,1,Medium
9210,47,Female,USA,Action,8.911.863.426.695.150,0,Easy,8,20,68,12,Low
9211,38,Male,Europe,RPG,1.855.274.687.578.920,0,Medium,2,93,30,20,Low
9212,25,Female,Other,Strategy,21.391.703.085.861.900,0,Easy,15,166,12,42,High
9213,22,Male,USA,Action,20.423.897.033.001.700,0,Easy,8,91,87,34,Medium
9214,34,Female,Other,Simulation,8.868.238.178.525.780,1,Medium,1,168,47,23,Low
9215,49,Male,USA,RPG,7.170.876.441.501.900,0,Easy,19,32,72,26,Medium
9216,39,Male,Europe,RPG,22.499.660.632.378.800,1,Easy,18,109,92,28,High
9217,49,Female,Asia,Simulation,16.407.666.343.253.400,0,Easy,14,118,85,21,High
9218,39,Male,USA,Action,11.509.506.149.071.000,0,Easy,9,76,25,4,Medium
9219,43,Female,Asia,Strategy,18.682.070.568.279.000,0,Easy,4,169,78,5,Medium
9220,32,Male,USA,Simulation,2.146.500.572.209.560,0,Easy,6,172,33,43,Medium
9221,32,Male,Europe,Action,20.875.797.562.794.700,0,Medium,18,179,42,3,High
9222,16,Female,Asia,Sports,1.697.257.122.809.580,0,Medium,10,138,90,8,Medium
9223,49,Female,USA,Action,1.623.253.181.653.090,0,Easy,17,27,33,38,Medium
9224,30,Male,USA,Action,11.785.839.800.921.900,0,Medium,4,170,45,20,Medium
9225,47,Female,Other,Sports,17.286.697.607.074.200,0,Easy,14,150,50,30,High
9226,18,Male,Asia,Simulation,1.779.411.288.336.270,0,Easy,3,118,61,45,Medium
9227,47,Male,Asia,Simulation,990.698.720.356.799,0,Medium,1,82,14,48,Low
9228,28,Male,Europe,Action,9.398.654.752.872.650,0,Easy,2,121,82,19,Low
9229,35,Female,Asia,Sports,10.608.533.609.506.800,0,Easy,19,164,61,47,High
9230,34,Male,Other,Strategy,8.856.054.521.931.450,0,Easy,15,70,26,29,Medium
9231,22,Male,Europe,Action,10.707.680.703.625.600,0,Easy,1,140,81,30,Low
9232,21,Female,Asia,Strategy,4.453.186.248.993.080,0,Medium,0,146,58,37,Low
9233,17,Male,USA,RPG,14.015.747.922.351.700,1,Easy,11,23,4,7,Low
9234,31,Male,Europe,Simulation,12.409.088.586.391.700,1,Easy,11,87,88,34,Medium
9235,47,Male,USA,Action,15.972.033.037.206.100,0,Easy,4,76,69,43,Medium
9236,26,Male,Europe,Action,4.381.658.634.610.370,0,Easy,3,68,5,2,Low
9237,36,Male,USA,Sports,21.331.622.085.625.700,1,Hard,2,71,91,13,Low
9238,36,Male,USA,Sports,1.934.566.527.732.690,0,Easy,13,160,3,0,High
9239,44,Male,USA,RPG,21.698.472.616.540.500,0,Hard,15,101,24,7,Medium
9240,22,Male,Europe,Sports,4.129.688.542.183.920,0,Hard,1,122,90,42,Medium
9241,41,Female,Europe,Strategy,998.472.880.220.081,1,Easy,12,61,88,42,Medium
9242,41,Female,USA,Sports,17.404.774.401.438.500,0,Hard,1,26,42,24,Low
9243,48,Female,Other,Sports,12.586.931.645.419.700,0,Easy,18,79,52,1,Medium
9244,35,Male,USA,Action,13.605.657.669.675.100,0,Easy,10,65,96,15,Medium
9245,44,Male,Asia,Sports,8.210.817.815.441.170,0,Medium,10,63,54,20,Medium
9246,47,Female,USA,Action,28.794.355.360.014.100,0,Medium,10,36,6,27,Medium
9247,42,Female,USA,Strategy,23.052.228.492.827.400,1,Easy,11,144,49,41,High
9248,47,Male,USA,RPG,1.784.181.542.715.370,0,Hard,3,88,56,41,Medium
9249,19,Male,Other,RPG,7.702.088.004.425.910,1,Medium,2,159,17,32,Medium
9250,33,Female,Asia,Action,17.154.279.799.063.600,0,Easy,3,57,62,9,Low
9251,18,Male,USA,RPG,9.378.216.853.442.580,0,Medium,1,95,40,32,Low
9252,49,Male,USA,Sports,4.680.904.119.898.590,0,Medium,0,75,7,36,Medium
9253,31,Male,Europe,Simulation,16.269.288.222.360.800,0,Easy,17,52,94,9,Medium
9254,42,Female,USA,Simulation,985.265.824.315.088,0,Easy,7,107,96,26,Medium
9255,44,Female,Other,Simulation,27.632.903.525.334.900,1,Easy,17,174,82,2,Low
9256,43,Female,Asia,Simulation,8.012.559.138.925.670,0,Hard,19,33,92,15,Medium
9257,20,Female,Asia,Sports,9.382.503.830.481.470,0,Hard,5,68,15,43,Medium
9258,49,Male,USA,Strategy,9.289.914.071.234.350,1,Easy,9,42,68,14,Medium
9259,38,Female,USA,Strategy,13.721.984.509.391.900,0,Easy,15,165,71,8,High
9260,43,Male,Other,RPG,10.484.388.577.299.200,1,Medium,12,10,56,38,Low
9261,45,Male,Europe,Sports,17.769.281.534.284.000,1,Medium,18,66,47,0,Medium
9262,49,Female,Europe,RPG,1.495.271.715.871.730,0,Medium,17,65,5,47,Medium
9263,47,Male,Europe,RPG,1.258.329.193.982.170,0,Easy,9,140,7,36,Low
9264,35,Male,USA,Strategy,18.289.154.324.577.300,0,Hard,11,56,63,9,Medium
9265,46,Female,Asia,Simulation,22.356.748.853.299.900,0,Medium,4,28,28,35,Low
9266,37,Female,Other,Action,5.387.593.847.876.650,1,Easy,6,104,76,18,Medium
9267,47,Male,USA,Sports,18.980.540.801.877.700,0,Medium,17,14,93,36,Medium
9268,17,Male,USA,Simulation,10.338.638.149.137.300,0,Medium,0,60,25,32,Low
9269,32,Male,USA,RPG,1.360.619.707.608.960,0,Medium,17,44,71,37,Medium
9270,39,Female,USA,Action,19.716.625.789.361.500,0,Medium,17,57,47,33,Medium
9271,45,Male,USA,Simulation,13.337.523.698.339.400,1,Easy,0,121,20,26,Low
9272,17,Female,USA,Strategy,4.374.306.505.755.920,0,Medium,2,93,77,7,Low
9273,38,Male,USA,Sports,2.346.098.142.584.390,0,Medium,0,146,48,27,Low
9274,46,Male,Europe,Strategy,20.182.441.817.205.200,1,Easy,8,92,95,49,Medium
9275,36,Male,Asia,RPG,25.223.100.375.372.800,0,Easy,2,146,3,34,Low
9276,37,Male,Other,RPG,4.106.261.082.588.430,1,Easy,2,14,69,38,Low
9277,16,Female,USA,Simulation,8.453.867.280.194.380,0,Medium,10,127,77,37,High
9278,41,Female,Europe,RPG,1.135.633.640.163.410,0,Easy,10,87,77,38,Medium
9279,16,Male,Europe,Action,3.895.109.261.990.800,0,Easy,0,24,50,36,Low
9280,40,Male,Europe,Action,10.770.777.307.401.600,1,Hard,1,145,60,25,High
9281,31,Female,Asia,RPG,10.721.183.063.895.000,0,Easy,5,158,66,29,Medium
9282,47,Male,USA,Simulation,6.159.609.307.346.500,0,Hard,7,162,91,11,Medium
9283,23,Female,USA,Action,35.415.643.286.803.900,1,Easy,14,12,75,43,Medium
9284,43,Male,USA,Sports,3.840.848.787.036.870,0,Easy,2,179,1,38,Medium
9285,40,Male,USA,Simulation,19.944.758.525.438.800,1,Easy,10,101,11,39,High
9286,49,Male,Europe,Simulation,19.087.594.402.169.300,0,Easy,8,87,13,28,Medium
9287,39,Male,USA,Action,4.728.419.935.895.240,0,Easy,7,146,39,19,Medium
9288,38,Male,USA,RPG,52.101.755.586.295.700,1,Hard,6,59,30,7,Medium
9289,27,Female,USA,Strategy,6.736.694.323.328.270,0,Easy,16,124,7,45,High
9290,21,Male,USA,Sports,3.292.908.001.595.190,0,Medium,1,45,89,43,Low
9291,34,Male,USA,Strategy,18.608.236.177.227.300,0,Hard,4,20,19,19,Low
9292,15,Male,Europe,Simulation,18.296.240.621.030.000,0,Hard,12,56,80,46,Medium
9293,22,Female,USA,Action,8.546.766.153.418.640,0,Hard,16,71,22,1,Medium
9294,30,Female,Other,RPG,16.818.168.995.063.200,0,Easy,2,44,75,24,Low
9295,28,Female,USA,Simulation,12.919.492.680.572.600,0,Easy,17,82,68,31,High
9296,26,Male,USA,Sports,5.898.375.472.496.600,0,Easy,11,55,44,1,Medium
9297,37,Female,USA,Simulation,1.193.293.467.646.330,1,Easy,12,79,40,5,Medium
9298,29,Female,Europe,Sports,556.651.790.820.465,0,Easy,11,107,93,46,Medium
9299,42,Male,Europe,RPG,8.241.367.744.070.880,0,Hard,18,107,76,8,High
9300,48,Male,Other,Sports,21.142.037.265.625.500,0,Easy,12,178,39,39,High
9301,16,Female,USA,Sports,19.572.250.286.597.600,0,Medium,13,45,83,27,Medium
9302,46,Male,USA,Action,10.510.952.353.784.600,0,Medium,9,108,83,48,Medium
9303,37,Male,Asia,RPG,4.023.194.951.051.730,1,Medium,15,70,24,36,Medium
9304,36,Male,Asia,Simulation,38.230.818.124.306.500,0,Easy,19,43,11,25,Medium
9305,39,Male,USA,Simulation,15.614.142.450.737.900,0,Medium,0,158,7,48,Low
9306,36,Male,Asia,RPG,11.872.008.038.745.800,1,Hard,2,86,97,11,Low
9307,36,Female,Europe,Strategy,12.822.161.146.387.400,0,Medium,7,156,81,34,Medium
